"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"מרום גולן פיכמן 01/1998-07/2025","08-06-2023 06:00","13.1","82"
"כפר בלום 07/2005-07/2025","08-06-2023 06:00","18.3","87"
"כפר גלעדי 10/2007-07/2025","08-06-2023 09:00","22.6","69"
"מרום גולן פיכמן 01/1998-07/2025","08-06-2023 09:00","24.6","42"
"כפר בלום 07/2005-07/2025","08-06-2023 09:00","24.6","69"
"כפר גלעדי 10/2007-07/2025","08-06-2023 12:00","28.9","48"
"מרום גולן פיכמן 01/1998-07/2025","08-06-2023 12:00","27.8","37"
"כפר בלום 07/2005-07/2025","08-06-2023 12:00","29.9","49"
"כפר גלעדי 10/2007-07/2025","08-06-2023 15:00","30.2","46"
"מרום גולן פיכמן 01/1998-07/2025","08-06-2023 15:00","29.8","27"
"כפר בלום 07/2005-07/2025","08-06-2023 15:00","34.2","36"
"כפר גלעדי 10/2007-07/2025","08-06-2023 18:00","25.9","45"
"מרום גולן פיכמן 01/1998-07/2025","08-06-2023 18:00","25.9","34"
"כפר בלום 07/2005-07/2025","08-06-2023 18:00","30.9","42"
"כפר גלעדי 10/2007-07/2025","08-06-2023 21:00","23.6","36"
"מרום גולן פיכמן 01/1998-07/2025","08-06-2023 21:00","21.1","46"
"כפר בלום 07/2005-07/2025","08-06-2023 21:00","25.9","54"
"כפר גלעדי 10/2007-07/2025","09-06-2023 00:00","22.6","31"
"מרום גולן פיכמן 01/1998-07/2025","09-06-2023 00:00","18.6","46"
"כפר בלום 07/2005-07/2025","09-06-2023 00:00","21.7","70"
"כפר גלעדי 10/2007-07/2025","09-06-2023 03:00","22.6","36"
"מרום גולן פיכמן 01/1998-07/2025","09-06-2023 03:00","20.8","40"
"כפר בלום 07/2005-07/2025","09-06-2023 03:00","20.1","70"
"כפר גלעדי 10/2007-07/2025","09-06-2023 06:00","23","37"
"מרום גולן פיכמן 01/1998-07/2025","09-06-2023 06:00","17.8","59"
"כפר בלום 07/2005-07/2025","09-06-2023 06:00","19.5","74"
"כפר גלעדי 10/2007-07/2025","09-06-2023 09:00","22.8","51"
"מרום גולן פיכמן 01/1998-07/2025","09-06-2023 09:00","23.1","42"
"כפר בלום 07/2005-07/2025","09-06-2023 09:00","24.6","56"
"כפר גלעדי 10/2007-07/2025","09-06-2023 12:00","21.7","66"
"מרום גולן פיכמן 01/1998-07/2025","09-06-2023 12:00","18.8","73"
"כפר בלום 07/2005-07/2025","09-06-2023 12:00","26.7","54"
"כפר גלעדי 10/2007-07/2025","09-06-2023 15:00","26.3","49"
"מרום גולן פיכמן 01/1998-07/2025","09-06-2023 15:00","22.4","71"
"כפר בלום 07/2005-07/2025","09-06-2023 15:00","29.3","59"
"כפר גלעדי 10/2007-07/2025","09-06-2023 18:00","27.7","44"
"מרום גולן פיכמן 01/1998-07/2025","09-06-2023 18:00","23.8","51"
"כפר בלום 07/2005-07/2025","09-06-2023 18:00","31.9","38"
"כפר גלעדי 10/2007-07/2025","09-06-2023 21:00","25.7","44"
"מרום גולן פיכמן 01/1998-07/2025","09-06-2023 21:00","19.7","66"
"כפר בלום 07/2005-07/2025","09-06-2023 21:00","26.7","53"
"כפר גלעדי 10/2007-07/2025","10-06-2023 00:00","24.5","43"
"מרום גולן פיכמן 01/1998-07/2025","10-06-2023 00:00","17.2","89"
"כפר בלום 07/2005-07/2025","10-06-2023 00:00","24.1","58"
"כפר גלעדי 10/2007-07/2025","10-06-2023 03:00","23.6","45"
"מרום גולן פיכמן 01/1998-07/2025","10-06-2023 03:00","16.5","88"
"כפר בלום 07/2005-07/2025","10-06-2023 03:00","21.9","71"
"כפר גלעדי 10/2007-07/2025","10-06-2023 06:00","21.9","49"
"מרום גולן פיכמן 01/1998-07/2025","10-06-2023 06:00","14.5","90"
"כפר בלום 07/2005-07/2025","10-06-2023 06:00","20.1","78"
"כפר גלעדי 10/2007-07/2025","10-06-2023 09:00","27.7","40"
"מרום גולן פיכמן 01/1998-07/2025","10-06-2023 09:00","25.5","44"
"כפר בלום 07/2005-07/2025","10-06-2023 09:00","27.7","53"
"כפר גלעדי 10/2007-07/2025","10-06-2023 12:00","29.8","35"
"מרום גולן פיכמן 01/1998-07/2025","10-06-2023 12:00","27.6","38"
"כפר בלום 07/2005-07/2025","10-06-2023 12:00","34","30"
"כפר גלעדי 10/2007-07/2025","10-06-2023 15:00","28.3","39"
"מרום גולן פיכמן 01/1998-07/2025","10-06-2023 15:00","27.2","43"
"כפר בלום 07/2005-07/2025","10-06-2023 15:00","33.4","32"
"כפר גלעדי 10/2007-07/2025","10-06-2023 18:00","24.4","50"
"מרום גולן פיכמן 01/1998-07/2025","10-06-2023 18:00","23.2","56"
"כפר בלום 07/2005-07/2025","10-06-2023 18:00","31.5","39"
"כפר גלעדי 10/2007-07/2025","10-06-2023 21:00","19.5","77"
"מרום גולן פיכמן 01/1998-07/2025","10-06-2023 21:00","17.3","79"
"כפר בלום 07/2005-07/2025","10-06-2023 21:00","24.8","59"
"כפר גלעדי 10/2007-07/2025","11-06-2023 00:00","18.3","70"
"מרום גולן פיכמן 01/1998-07/2025","11-06-2023 00:00","17.5","59"
"כפר בלום 07/2005-07/2025","11-06-2023 00:00","21.3","74"
"כפר גלעדי 10/2007-07/2025","11-06-2023 03:00","16.1","78"
"מרום גולן פיכמן 01/1998-07/2025","11-06-2023 03:00","15.9","71"
"כפר בלום 07/2005-07/2025","11-06-2023 03:00","18.7","84"
"כפר גלעדי 10/2007-07/2025","11-06-2023 06:00","15.2","87"
"מרום גולן פיכמן 01/1998-07/2025","11-06-2023 06:00","14.1","95"
"כפר בלום 07/2005-07/2025","11-06-2023 06:00","17.1","89"
"כפר גלעדי 10/2007-07/2025","11-06-2023 09:00","21.1","69"
"מרום גולן פיכמן 01/1998-07/2025","11-06-2023 09:00","19.6","72"
"כפר בלום 07/2005-07/2025","11-06-2023 09:00","24.4","65"
"כפר גלעדי 10/2007-07/2025","11-06-2023 12:00","26.8","50"
"מרום גולן פיכמן 01/1998-07/2025","11-06-2023 12:00","23.2","56"
"כפר בלום 07/2005-07/2025","11-06-2023 12:00","29.3","50"
"כפר גלעדי 10/2007-07/2025","11-06-2023 15:00","25.9","55"
"מרום גולן פיכמן 01/1998-07/2025","11-06-2023 15:00","24.1","60"
"כפר בלום 07/2005-07/2025","11-06-2023 15:00","31.3","44"
"כפר גלעדי 10/2007-07/2025","11-06-2023 18:00","21.7","65"
"מרום גולן פיכמן 01/1998-07/2025","11-06-2023 18:00","20.6","70"
"כפר בלום 07/2005-07/2025","11-06-2023 18:00","29.3","46"
"כפר גלעדי 10/2007-07/2025","11-06-2023 21:00","18.3","80"
"מרום גולן פיכמן 01/1998-07/2025","11-06-2023 21:00","15.7","93"
"כפר בלום 07/2005-07/2025","11-06-2023 21:00","23.4","65"
"כפר גלעדי 10/2007-07/2025","12-06-2023 00:00","16.8","82"
"מרום גולן פיכמן 01/1998-07/2025","12-06-2023 00:00","14.5","96"
"כפר בלום 07/2005-07/2025","12-06-2023 00:00","20.2","80"
"כפר גלעדי 10/2007-07/2025","12-06-2023 03:00","14.5","89"
"מרום גולן פיכמן 01/1998-07/2025","12-06-2023 03:00","14","90"
"כפר בלום 07/2005-07/2025","12-06-2023 03:00","18.3","87"
"כפר גלעדי 10/2007-07/2025","12-06-2023 06:00","14.7","89"
"מרום גולן פיכמן 01/1998-07/2025","12-06-2023 06:00","13.2","98"
"כפר בלום 07/2005-07/2025","12-06-2023 06:00","17.6","87"
"כפר גלעדי 10/2007-07/2025","12-06-2023 09:00","20.9","69"
"מרום גולן פיכמן 01/1998-07/2025","12-06-2023 09:00","19.7","59"
"כפר בלום 07/2005-07/2025","12-06-2023 09:00","24.4","63"
"כפר גלעדי 10/2007-07/2025","12-06-2023 12:00","25.1","48"
"מרום גולן פיכמן 01/1998-07/2025","12-06-2023 12:00","23.3","53"
"כפר בלום 07/2005-07/2025","12-06-2023 12:00","29.5","45"
"כפר גלעדי 10/2007-07/2025","12-06-2023 15:00","26.6","44"
"מרום גולן פיכמן 01/1998-07/2025","12-06-2023 15:00","23.9","51"
"כפר בלום 07/2005-07/2025","12-06-2023 15:00","31.6","38"
"כפר גלעדי 10/2007-07/2025","12-06-2023 18:00","23.9","54"
"מרום גולן פיכמן 01/1998-07/2025","12-06-2023 18:00","22","56"
"כפר בלום 07/2005-07/2025","12-06-2023 18:00","30.7","41"
"כפר גלעדי 10/2007-07/2025","12-06-2023 21:00","18.7","78"
"מרום גולן פיכמן 01/1998-07/2025","12-06-2023 21:00","16.5","80"
"כפר בלום 07/2005-07/2025","12-06-2023 21:00","24","64"
"כפר גלעדי 10/2007-07/2025","13-06-2023 00:00","17.3","83"
"מרום גולן פיכמן 01/1998-07/2025","13-06-2023 00:00","14.6","95"
"כפר בלום 07/2005-07/2025","13-06-2023 00:00","20.7","77"
"כפר גלעדי 10/2007-07/2025","13-06-2023 03:00","16.2","86"
"מרום גולן פיכמן 01/1998-07/2025","13-06-2023 03:00","15.1","96"
"כפר בלום 07/2005-07/2025","13-06-2023 03:00","20.1","79"
"כפר גלעדי 10/2007-07/2025","13-06-2023 06:00","14.6","88"
"מרום גולן פיכמן 01/1998-07/2025","13-06-2023 06:00","13.5","97"
"כפר בלום 07/2005-07/2025","13-06-2023 06:00","19.1","84"
"כפר גלעדי 10/2007-07/2025","13-06-2023 09:00","22","64"
"מרום גולן פיכמן 01/1998-07/2025","13-06-2023 09:00","19.9","65"
"כפר בלום 07/2005-07/2025","13-06-2023 09:00","24.9","60"
"כפר גלעדי 10/2007-07/2025","13-06-2023 12:00","27.2","43"
"מרום גולן פיכמן 01/1998-07/2025","13-06-2023 12:00","24.1","54"
"כפר בלום 07/2005-07/2025","13-06-2023 12:00","29.2","47"
"כפר גלעדי 10/2007-07/2025","13-06-2023 15:00","27.4","45"
"מרום גולן פיכמן 01/1998-07/2025","13-06-2023 15:00","25","48"
"כפר בלום 07/2005-07/2025","13-06-2023 15:00","32.5","34"
"כפר גלעדי 10/2007-07/2025","13-06-2023 18:00","24.6","54"
"מרום גולן פיכמן 01/1998-07/2025","13-06-2023 18:00","23.9","43"
"כפר בלום 07/2005-07/2025","13-06-2023 18:00","30.4","41"
"כפר גלעדי 10/2007-07/2025","13-06-2023 21:00","22.2","43"
"מרום גולן פיכמן 01/1998-07/2025","13-06-2023 21:00","17.7","63"
"כפר בלום 07/2005-07/2025","13-06-2023 21:00","25.4","52"
"כפר גלעדי 10/2007-07/2025","14-06-2023 00:00","19.5","64"
"מרום גולן פיכמן 01/1998-07/2025","14-06-2023 00:00","15.5","82"
"כפר בלום 07/2005-07/2025","14-06-2023 00:00","21.4","68"
"כפר גלעדי 10/2007-07/2025","14-06-2023 03:00","18.3","64"
"מרום גולן פיכמן 01/1998-07/2025","14-06-2023 03:00","15.9","71"
"כפר בלום 07/2005-07/2025","14-06-2023 03:00","19.2","75"
"כפר גלעדי 10/2007-07/2025","14-06-2023 06:00","16.2","76"
"מרום גולן פיכמן 01/1998-07/2025","14-06-2023 06:00","14.4","77"
"כפר בלום 07/2005-07/2025","14-06-2023 06:00","17.5","77"
"כפר גלעדי 10/2007-07/2025","14-06-2023 09:00","23.6","56"
"מרום גולן פיכמן 01/1998-07/2025","14-06-2023 09:00","23","40"
"כפר בלום 07/2005-07/2025","14-06-2023 09:00","25","55"
"כפר גלעדי 10/2007-07/2025","14-06-2023 12:00","27.8","43"
"מרום גולן פיכמן 01/1998-07/2025","14-06-2023 12:00","25.6","41"
"כפר בלום 07/2005-07/2025","14-06-2023 12:00","31.7","37"
"כפר גלעדי 10/2007-07/2025","14-06-2023 15:00","27.1","42"
"מרום גולן פיכמן 01/1998-07/2025","14-06-2023 15:00","25.8","44"
"כפר בלום 07/2005-07/2025","14-06-2023 15:00","32.4","34"
"כפר גלעדי 10/2007-07/2025","14-06-2023 18:00","23.1","62"
"מרום גולן פיכמן 01/1998-07/2025","14-06-2023 18:00","22.1","56"
"כפר בלום 07/2005-07/2025","14-06-2023 18:00","30","43"
"כפר גלעדי 10/2007-07/2025","14-06-2023 21:00","18.8","80"
"מרום גולן פיכמן 01/1998-07/2025","14-06-2023 21:00","16.2","92"
"כפר בלום 07/2005-07/2025","14-06-2023 21:00","23.7","65"
"כפר גלעדי 10/2007-07/2025","15-06-2023 00:00","17.7","82"
"מרום גולן פיכמן 01/1998-07/2025","15-06-2023 00:00","15.2","94"
"כפר בלום 07/2005-07/2025","15-06-2023 00:00","22.4","71"
"כפר גלעדי 10/2007-07/2025","15-06-2023 03:00","16.2","87"
"מרום גולן פיכמן 01/1998-07/2025","15-06-2023 03:00","14.6","94"
"כפר בלום 07/2005-07/2025","15-06-2023 03:00","19.5","83"
"כפר גלעדי 10/2007-07/2025","15-06-2023 06:00","15.9","87"
"מרום גולן פיכמן 01/1998-07/2025","15-06-2023 06:00","14.9","93"
"כפר בלום 07/2005-07/2025","15-06-2023 06:00","18.4","86"
"כפר גלעדי 10/2007-07/2025","15-06-2023 09:00","21.1","68"
"מרום גולן פיכמן 01/1998-07/2025","15-06-2023 09:00","18.8","75"
"כפר בלום 07/2005-07/2025","15-06-2023 09:00","24.1","68"
"כפר גלעדי 10/2007-07/2025","15-06-2023 12:00","25.8","51"
"מרום גולן פיכמן 01/1998-07/2025","15-06-2023 12:00","",""
"כפר בלום 07/2005-07/2025","15-06-2023 12:00","30","44"
"כפר גלעדי 10/2007-07/2025","15-06-2023 15:00","",""
"מרום גולן פיכמן 01/1998-07/2025","15-06-2023 15:00","22.9","60"
"כפר בלום 07/2005-07/2025","15-06-2023 15:00","30.2","44"
"כפר גלעדי 10/2007-07/2025","15-06-2023 18:00","21.5","72"
"מרום גולן פיכמן 01/1998-07/2025","15-06-2023 18:00","19","78"
"כפר בלום 07/2005-07/2025","15-06-2023 18:00","27.7","52"
"כפר גלעדי 10/2007-07/2025","15-06-2023 21:00","18.9","81"
"מרום גולן פיכמן 01/1998-07/2025","15-06-2023 21:00","16.7","93"
"כפר בלום 07/2005-07/2025","15-06-2023 21:00","24","65"
"כפר גלעדי 10/2007-07/2025","16-06-2023 00:00","18.6","82"
"מרום גולן פיכמן 01/1998-07/2025","16-06-2023 00:00","16","95"
"כפר בלום 07/2005-07/2025","16-06-2023 00:00","21.6","78"
"כפר גלעדי 10/2007-07/2025","16-06-2023 03:00","18.6","80"
"מרום גולן פיכמן 01/1998-07/2025","16-06-2023 03:00","15.7","94"
"כפר בלום 07/2005-07/2025","16-06-2023 03:00","21.2","79"
"כפר גלעדי 10/2007-07/2025","16-06-2023 06:00","17.3","85"
"מרום גולן פיכמן 01/1998-07/2025","16-06-2023 06:00","15.6","93"
"כפר בלום 07/2005-07/2025","16-06-2023 06:00","19.5","85"
"כפר גלעדי 10/2007-07/2025","16-06-2023 09:00","23.4","65"
"מרום גולן פיכמן 01/1998-07/2025","16-06-2023 09:00","22.1","55"
"כפר בלום 07/2005-07/2025","16-06-2023 09:00","25.6","62"
"כפר גלעדי 10/2007-07/2025","16-06-2023 12:00","28.2","48"
"מרום גולן פיכמן 01/1998-07/2025","16-06-2023 12:00","25.4","53"
"כפר בלום 07/2005-07/2025","16-06-2023 12:00","30.1","51"
"כפר גלעדי 10/2007-07/2025","16-06-2023 15:00","26.6","54"
"מרום גולן פיכמן 01/1998-07/2025","16-06-2023 15:00","26.6","51"
"כפר בלום 07/2005-07/2025","16-06-2023 15:00","33.9","38"
"כפר גלעדי 10/2007-07/2025","16-06-2023 18:00","23.7","65"
"מרום גולן פיכמן 01/1998-07/2025","16-06-2023 18:00","23.2","59"
"כפר בלום 07/2005-07/2025","16-06-2023 18:00","31.4","42"
"כפר גלעדי 10/2007-07/2025","16-06-2023 21:00","23.4","57"
"מרום גולן פיכמן 01/1998-07/2025","16-06-2023 21:00","20.7","65"
"כפר בלום 07/2005-07/2025","16-06-2023 21:00","26.2","59"
"כפר גלעדי 10/2007-07/2025","17-06-2023 00:00","20.8","65"
"מרום גולן פיכמן 01/1998-07/2025","17-06-2023 00:00","20.4","52"
"כפר בלום 07/2005-07/2025","17-06-2023 00:00","22.4","76"
"כפר גלעדי 10/2007-07/2025","17-06-2023 03:00","19.6","64"
"מרום גולן פיכמן 01/1998-07/2025","17-06-2023 03:00","17.3","59"
"כפר בלום 07/2005-07/2025","17-06-2023 03:00","19.7","82"
"כפר גלעדי 10/2007-07/2025","17-06-2023 06:00","18.9","72"
"מרום גולן פיכמן 01/1998-07/2025","17-06-2023 06:00","13.5","76"
"כפר בלום 07/2005-07/2025","17-06-2023 06:00","18.9","79"
"כפר גלעדי 10/2007-07/2025","17-06-2023 09:00","28.1","46"
"מרום גולן פיכמן 01/1998-07/2025","17-06-2023 09:00","27.6","23"
"כפר בלום 07/2005-07/2025","17-06-2023 09:00","27.6","53"
"כפר גלעדי 10/2007-07/2025","17-06-2023 12:00","33.1","27"
"מרום גולן פיכמן 01/1998-07/2025","17-06-2023 12:00","30.5","20"
"כפר בלום 07/2005-07/2025","17-06-2023 12:00","34.6","29"
"כפר גלעדי 10/2007-07/2025","17-06-2023 15:00","36.3","24"
"מרום גולן פיכמן 01/1998-07/2025","17-06-2023 15:00","32.1","21"
"כפר בלום 07/2005-07/2025","17-06-2023 15:00","37.7","22"
"כפר גלעדי 10/2007-07/2025","17-06-2023 18:00","26.4","55"
"מרום גולן פיכמן 01/1998-07/2025","17-06-2023 18:00","26.6","33"
"כפר בלום 07/2005-07/2025","17-06-2023 18:00","34.5","34"
"כפר גלעדי 10/2007-07/2025","17-06-2023 21:00","20.4","80"
"מרום גולן פיכמן 01/1998-07/2025","17-06-2023 21:00","18.5","86"
"כפר בלום 07/2005-07/2025","17-06-2023 21:00","26.1","58"
"כפר גלעדי 10/2007-07/2025","18-06-2023 00:00","18.9","80"
"מרום גולן פיכמן 01/1998-07/2025","18-06-2023 00:00","16.7","88"
"כפר בלום 07/2005-07/2025","18-06-2023 00:00","23.2","68"
"כפר גלעדי 10/2007-07/2025","18-06-2023 03:00","18.8","81"
"מרום גולן פיכמן 01/1998-07/2025","18-06-2023 03:00","15.8","95"
"כפר בלום 07/2005-07/2025","18-06-2023 03:00","21.9","75"
"כפר גלעדי 10/2007-07/2025","18-06-2023 06:00","18","82"
"מרום גולן פיכמן 01/1998-07/2025","18-06-2023 06:00","15.8","92"
"כפר בלום 07/2005-07/2025","18-06-2023 06:00","21.2","79"
"כפר גלעדי 10/2007-07/2025","18-06-2023 09:00","21.6","64"
"מרום גולן פיכמן 01/1998-07/2025","18-06-2023 09:00","18.1","75"
"כפר בלום 07/2005-07/2025","18-06-2023 09:00","26.7","53"
"כפר גלעדי 10/2007-07/2025","18-06-2023 12:00","25.3","52"
"מרום גולן פיכמן 01/1998-07/2025","18-06-2023 12:00","22","56"
"כפר בלום 07/2005-07/2025","18-06-2023 12:00","30.6","40"
"כפר גלעדי 10/2007-07/2025","18-06-2023 15:00","25.4","52"
"מרום גולן פיכמן 01/1998-07/2025","18-06-2023 15:00","22.4","53"
"כפר בלום 07/2005-07/2025","18-06-2023 15:00","31.3","37"
"כפר גלעדי 10/2007-07/2025","18-06-2023 18:00","21.9","61"
"מרום גולן פיכמן 01/1998-07/2025","18-06-2023 18:00","20","62"
"כפר בלום 07/2005-07/2025","18-06-2023 18:00","29.1","42"
"כפר גלעדי 10/2007-07/2025","18-06-2023 21:00","19","78"
"מרום גולן פיכמן 01/1998-07/2025","18-06-2023 21:00","15.8","91"
"כפר בלום 07/2005-07/2025","18-06-2023 21:00","23.8","63"
"כפר גלעדי 10/2007-07/2025","19-06-2023 00:00","18.6","76"
"מרום גולן פיכמן 01/1998-07/2025","19-06-2023 00:00","15.1","90"
"כפר בלום 07/2005-07/2025","19-06-2023 00:00","20.9","74"
"כפר גלעדי 10/2007-07/2025","19-06-2023 03:00","17.5","74"
"מרום גולן פיכמן 01/1998-07/2025","19-06-2023 03:00","14.1","86"
"כפר בלום 07/2005-07/2025","19-06-2023 03:00","19.6","79"
"כפר גלעדי 10/2007-07/2025","19-06-2023 06:00","16.1","85"
"מרום גולן פיכמן 01/1998-07/2025","19-06-2023 06:00","14.3","91"
"כפר בלום 07/2005-07/2025","19-06-2023 06:00","18.5","83"
"כפר גלעדי 10/2007-07/2025","19-06-2023 09:00","21.8","60"
"מרום גולן פיכמן 01/1998-07/2025","19-06-2023 09:00","17.9","74"
"כפר בלום 07/2005-07/2025","19-06-2023 09:00","25.6","58"
"כפר גלעדי 10/2007-07/2025","19-06-2023 12:00","24.8","49"
"מרום גולן פיכמן 01/1998-07/2025","19-06-2023 12:00","21.4","52"
"כפר בלום 07/2005-07/2025","19-06-2023 12:00","29.6","39"
"כפר גלעדי 10/2007-07/2025","19-06-2023 15:00","25","51"
"מרום גולן פיכמן 01/1998-07/2025","19-06-2023 15:00","21.9","53"
"כפר בלום 07/2005-07/2025","19-06-2023 15:00","29.9","39"
"כפר גלעדי 10/2007-07/2025","19-06-2023 18:00","20.8","65"
"מרום גולן פיכמן 01/1998-07/2025","19-06-2023 18:00","19.1","65"
"כפר בלום 07/2005-07/2025","19-06-2023 18:00","28.3","45"
"כפר גלעדי 10/2007-07/2025","19-06-2023 21:00","18.4","76"
"מרום גולן פיכמן 01/1998-07/2025","19-06-2023 21:00","15.7","88"
"כפר בלום 07/2005-07/2025","19-06-2023 21:00","23.5","62"
"כפר גלעדי 10/2007-07/2025","20-06-2023 00:00","17.9","80"
"מרום גולן פיכמן 01/1998-07/2025","20-06-2023 00:00","14.7","94"
"כפר בלום 07/2005-07/2025","20-06-2023 00:00","22.4","70"
"כפר גלעדי 10/2007-07/2025","20-06-2023 03:00","17.2","84"
"מרום גולן פיכמן 01/1998-07/2025","20-06-2023 03:00","14.1","95"
"כפר בלום 07/2005-07/2025","20-06-2023 03:00","21.1","71"
"כפר גלעדי 10/2007-07/2025","20-06-2023 06:00","17.6","83"
"מרום גולן פיכמן 01/1998-07/2025","20-06-2023 06:00","15","97"
"כפר בלום 07/2005-07/2025","20-06-2023 06:00","19.7","82"
"כפר גלעדי 10/2007-07/2025","20-06-2023 09:00","20.7","66"
"מרום גולן פיכמן 01/1998-07/2025","20-06-2023 09:00","18.2","78"
"כפר בלום 07/2005-07/2025","20-06-2023 09:00","25.9","60"
"כפר גלעדי 10/2007-07/2025","20-06-2023 12:00","25.8","48"
"מרום גולן פיכמן 01/1998-07/2025","20-06-2023 12:00","23","58"
"כפר בלום 07/2005-07/2025","20-06-2023 12:00","29.1","47"
"כפר גלעדי 10/2007-07/2025","20-06-2023 15:00","25.1","52"
"מרום גולן פיכמן 01/1998-07/2025","20-06-2023 15:00","23.7","56"
"כפר בלום 07/2005-07/2025","20-06-2023 15:00","31.3","40"
"כפר גלעדי 10/2007-07/2025","20-06-2023 18:00","22.4","65"
"מרום גולן פיכמן 01/1998-07/2025","20-06-2023 18:00","20.6","73"
"כפר בלום 07/2005-07/2025","20-06-2023 18:00","29.9","46"
"כפר גלעדי 10/2007-07/2025","20-06-2023 21:00","19.2","80"
"מרום גולן פיכמן 01/1998-07/2025","20-06-2023 21:00","16.9","92"
"כפר בלום 07/2005-07/2025","20-06-2023 21:00","24.3","65"
"כפר גלעדי 10/2007-07/2025","21-06-2023 00:00","18.9","78"
"מרום גולן פיכמן 01/1998-07/2025","21-06-2023 00:00","16.3","97"
"כפר בלום 07/2005-07/2025","21-06-2023 00:00","21.6","78"
"כפר גלעדי 10/2007-07/2025","21-06-2023 03:00","17.5","82"
"מרום גולן פיכמן 01/1998-07/2025","21-06-2023 03:00","15.8","95"
"כפר בלום 07/2005-07/2025","21-06-2023 03:00","20","85"
"כפר גלעדי 10/2007-07/2025","21-06-2023 06:00","16.8","87"
"מרום גולן פיכמן 01/1998-07/2025","21-06-2023 06:00","14.8","95"
"כפר בלום 07/2005-07/2025","21-06-2023 06:00","20.2","84"
"כפר גלעדי 10/2007-07/2025","21-06-2023 09:00","23.3","65"
"מרום גולן פיכמן 01/1998-07/2025","21-06-2023 09:00","22","64"
"כפר בלום 07/2005-07/2025","21-06-2023 09:00","25.8","62"
"כפר גלעדי 10/2007-07/2025","21-06-2023 12:00","28","49"
"מרום גולן פיכמן 01/1998-07/2025","21-06-2023 12:00","25.6","50"
"כפר בלום 07/2005-07/2025","21-06-2023 12:00","30.5","47"
"כפר גלעדי 10/2007-07/2025","21-06-2023 15:00","27.8","49"
"מרום גולן פיכמן 01/1998-07/2025","21-06-2023 15:00","26.5","51"
"כפר בלום 07/2005-07/2025","21-06-2023 15:00","33.4","37"
"כפר גלעדי 10/2007-07/2025","21-06-2023 18:00","24.2","61"
"מרום גולן פיכמן 01/1998-07/2025","21-06-2023 18:00","23","67"
"כפר בלום 07/2005-07/2025","21-06-2023 18:00","32","39"
"כפר גלעדי 10/2007-07/2025","21-06-2023 21:00","20.7","71"
"מרום גולן פיכמן 01/1998-07/2025","21-06-2023 21:00","17.9","94"
"כפר בלום 07/2005-07/2025","21-06-2023 21:00","25.3","64"
"כפר גלעדי 10/2007-07/2025","22-06-2023 00:00","19","79"
"מרום גולן פיכמן 01/1998-07/2025","22-06-2023 00:00","16.4","96"
"כפר בלום 07/2005-07/2025","22-06-2023 00:00","23.3","74"
"כפר גלעדי 10/2007-07/2025","22-06-2023 03:00","19.4","69"
"מרום גולן פיכמן 01/1998-07/2025","22-06-2023 03:00","15.7","95"
"כפר בלום 07/2005-07/2025","22-06-2023 03:00","21.1","81"
"כפר גלעדי 10/2007-07/2025","22-06-2023 06:00","15.7","92"
"מרום גולן פיכמן 01/1998-07/2025","22-06-2023 06:00","14.3","92"
"כפר בלום 07/2005-07/2025","22-06-2023 06:00","18.7","87"
"כפר גלעדי 10/2007-07/2025","22-06-2023 09:00","22.2","70"
"מרום גולן פיכמן 01/1998-07/2025","22-06-2023 09:00","22.6","58"
"כפר בלום 07/2005-07/2025","22-06-2023 09:00","25.5","64"
"כפר גלעדי 10/2007-07/2025","22-06-2023 12:00","27.7","50"
"מרום גולן פיכמן 01/1998-07/2025","22-06-2023 12:00","25.9","55"
"כפר בלום 07/2005-07/2025","22-06-2023 12:00","30.9","48"
"כפר גלעדי 10/2007-07/2025","22-06-2023 15:00","26.3","57"
"מרום גולן פיכמן 01/1998-07/2025","22-06-2023 15:00","26.1","55"
"כפר בלום 07/2005-07/2025","22-06-2023 15:00","33.3","38"
"כפר גלעדי 10/2007-07/2025","22-06-2023 18:00","23.2","69"
"מרום גולן פיכמן 01/1998-07/2025","22-06-2023 18:00","22.6","68"
"כפר בלום 07/2005-07/2025","22-06-2023 18:00","30.8","44"
"כפר גלעדי 10/2007-07/2025","22-06-2023 21:00","20.2","80"
"מרום גולן פיכמן 01/1998-07/2025","22-06-2023 21:00","18.3","94"
"כפר בלום 07/2005-07/2025","22-06-2023 21:00","25.5","64"
"כפר גלעדי 10/2007-07/2025","23-06-2023 00:00","19.6","82"
"מרום גולן פיכמן 01/1998-07/2025","23-06-2023 00:00","17.7","94"
"כפר בלום 07/2005-07/2025","23-06-2023 00:00","23","77"
"כפר גלעדי 10/2007-07/2025","23-06-2023 03:00","19.9","76"
"מרום גולן פיכמן 01/1998-07/2025","23-06-2023 03:00","16.8","96"
"כפר בלום 07/2005-07/2025","23-06-2023 03:00","21.7","81"
"כפר גלעדי 10/2007-07/2025","23-06-2023 06:00","18.2","82"
"מרום גולן פיכמן 01/1998-07/2025","23-06-2023 06:00","13.4","94"
"כפר בלום 07/2005-07/2025","23-06-2023 06:00","19.8","85"
"כפר גלעדי 10/2007-07/2025","23-06-2023 09:00","24.2","62"
"מרום גולן פיכמן 01/1998-07/2025","23-06-2023 09:00","24.1","47"
"כפר בלום 07/2005-07/2025","23-06-2023 09:00","26.3","64"
