"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"אשלים 02/2016-07/2025","24-04-2023 21:00","17.1","68"
"שדה בוקר 01/2004-07/2025","24-04-2023 21:00","17.4","61"
"עבדת 10/2008-07/2025","24-04-2023 21:00","16.7","56"
"אשלים 02/2016-07/2025","25-04-2023 00:00","14","87"
"שדה בוקר 01/2004-07/2025","25-04-2023 00:00","14","85"
"עבדת 10/2008-07/2025","25-04-2023 00:00","13.6","75"
"אשלים 02/2016-07/2025","25-04-2023 03:00","11","93"
"שדה בוקר 01/2004-07/2025","25-04-2023 03:00","11.5","89"
"עבדת 10/2008-07/2025","25-04-2023 03:00","10.7","91"
"אשלים 02/2016-07/2025","25-04-2023 06:00","8.6","93"
"שדה בוקר 01/2004-07/2025","25-04-2023 06:00","8.1","87"
"עבדת 10/2008-07/2025","25-04-2023 06:00","9.2","83"
"אשלים 02/2016-07/2025","25-04-2023 09:00","17.5","51"
"שדה בוקר 01/2004-07/2025","25-04-2023 09:00","16.3","50"
"עבדת 10/2008-07/2025","25-04-2023 09:00","16.9","43"
"אשלים 02/2016-07/2025","25-04-2023 12:00","22.5","21"
"שדה בוקר 01/2004-07/2025","25-04-2023 12:00","20.7","23"
"עבדת 10/2008-07/2025","25-04-2023 12:00","21.7","22"
"אשלים 02/2016-07/2025","25-04-2023 15:00","24.8","17"
"שדה בוקר 01/2004-07/2025","25-04-2023 15:00","24.4","14"
"עבדת 10/2008-07/2025","25-04-2023 15:00","24.3","15"
"אשלים 02/2016-07/2025","25-04-2023 18:00","22.9","46"
"שדה בוקר 01/2004-07/2025","25-04-2023 18:00","23","45"
"עבדת 10/2008-07/2025","25-04-2023 18:00","22.9","32"
"אשלים 02/2016-07/2025","25-04-2023 21:00","16.6","64"
"שדה בוקר 01/2004-07/2025","25-04-2023 21:00","16.9","61"
"עבדת 10/2008-07/2025","25-04-2023 21:00","15.9","61"
"אשלים 02/2016-07/2025","26-04-2023 00:00","12.7","86"
"שדה בוקר 01/2004-07/2025","26-04-2023 00:00","13.3","79"
"עבדת 10/2008-07/2025","26-04-2023 00:00","12.7","73"
"אשלים 02/2016-07/2025","26-04-2023 03:00","9.8","89"
"שדה בוקר 01/2004-07/2025","26-04-2023 03:00","11.1","88"
"עבדת 10/2008-07/2025","26-04-2023 03:00","11","74"
"אשלים 02/2016-07/2025","26-04-2023 06:00","7.8","91"
"שדה בוקר 01/2004-07/2025","26-04-2023 06:00","8.2","82"
"עבדת 10/2008-07/2025","26-04-2023 06:00","9","52"
"אשלים 02/2016-07/2025","26-04-2023 09:00","18.4","33"
"שדה בוקר 01/2004-07/2025","26-04-2023 09:00","17.6","30"
"עבדת 10/2008-07/2025","26-04-2023 09:00","18.5","23"
"אשלים 02/2016-07/2025","26-04-2023 12:00","24.6","14"
"שדה בוקר 01/2004-07/2025","26-04-2023 12:00","23.3","20"
"עבדת 10/2008-07/2025","26-04-2023 12:00","23.4","19"
"אשלים 02/2016-07/2025","26-04-2023 15:00","26.8","15"
"שדה בוקר 01/2004-07/2025","26-04-2023 15:00","25.7","13"
"עבדת 10/2008-07/2025","26-04-2023 15:00","25.5","12"
"אשלים 02/2016-07/2025","26-04-2023 18:00","24.3","23"
"שדה בוקר 01/2004-07/2025","26-04-2023 18:00","24.7","26"
"עבדת 10/2008-07/2025","26-04-2023 18:00","24.1","26"
"אשלים 02/2016-07/2025","26-04-2023 21:00","17.4","46"
"שדה בוקר 01/2004-07/2025","26-04-2023 21:00","18.4","38"
"עבדת 10/2008-07/2025","26-04-2023 21:00","17.3","35"
"אשלים 02/2016-07/2025","27-04-2023 00:00","12","63"
"שדה בוקר 01/2004-07/2025","27-04-2023 00:00","12.9","56"
"עבדת 10/2008-07/2025","27-04-2023 00:00","14.7","45"
"אשלים 02/2016-07/2025","27-04-2023 03:00","10.2","67"
"שדה בוקר 01/2004-07/2025","27-04-2023 03:00","13.3","44"
"עבדת 10/2008-07/2025","27-04-2023 03:00","13.1","52"
"אשלים 02/2016-07/2025","27-04-2023 06:00","8.7","60"
"שדה בוקר 01/2004-07/2025","27-04-2023 06:00","9.2","48"
"עבדת 10/2008-07/2025","27-04-2023 06:00","11.3","61"
"אשלים 02/2016-07/2025","27-04-2023 09:00","22.2","30"
"שדה בוקר 01/2004-07/2025","27-04-2023 09:00","19.8","38"
"עבדת 10/2008-07/2025","27-04-2023 09:00","22","23"
"אשלים 02/2016-07/2025","27-04-2023 12:00","26.7","13"
"שדה בוקר 01/2004-07/2025","27-04-2023 12:00","26","13"
"עבדת 10/2008-07/2025","27-04-2023 12:00","25.8","13"
"אשלים 02/2016-07/2025","27-04-2023 15:00","28.2","17"
"שדה בוקר 01/2004-07/2025","27-04-2023 15:00","27.1","18"
"עבדת 10/2008-07/2025","27-04-2023 15:00","26.6","18"
"אשלים 02/2016-07/2025","27-04-2023 18:00","27.1","21"
"שדה בוקר 01/2004-07/2025","27-04-2023 18:00","25.8","22"
"עבדת 10/2008-07/2025","27-04-2023 18:00","24.9","23"
"אשלים 02/2016-07/2025","27-04-2023 21:00","20.4","35"
"שדה בוקר 01/2004-07/2025","27-04-2023 21:00","20.1","32"
"עבדת 10/2008-07/2025","27-04-2023 21:00","21.3","29"
"אשלים 02/2016-07/2025","28-04-2023 00:00","17.6","43"
"שדה בוקר 01/2004-07/2025","28-04-2023 00:00","18.5","37"
"עבדת 10/2008-07/2025","28-04-2023 00:00","18","36"
"אשלים 02/2016-07/2025","28-04-2023 03:00","15.7","57"
"שדה בוקר 01/2004-07/2025","28-04-2023 03:00","16.9","43"
"עבדת 10/2008-07/2025","28-04-2023 03:00","16.2","41"
"אשלים 02/2016-07/2025","28-04-2023 06:00","15.3","87"
"שדה בוקר 01/2004-07/2025","28-04-2023 06:00","15.6","87"
"עבדת 10/2008-07/2025","28-04-2023 06:00","14.6","88"
"אשלים 02/2016-07/2025","28-04-2023 09:00","18","75"
"שדה בוקר 01/2004-07/2025","28-04-2023 09:00","17.8","74"
"עבדת 10/2008-07/2025","28-04-2023 09:00","16.5","78"
"אשלים 02/2016-07/2025","28-04-2023 12:00","21","56"
"שדה בוקר 01/2004-07/2025","28-04-2023 12:00","21.1","53"
"עבדת 10/2008-07/2025","28-04-2023 12:00","20.5","54"
"אשלים 02/2016-07/2025","28-04-2023 15:00","22.2","43"
"שדה בוקר 01/2004-07/2025","28-04-2023 15:00","21.7","44"
"עבדת 10/2008-07/2025","28-04-2023 15:00","21.8","43"
"אשלים 02/2016-07/2025","28-04-2023 18:00","18.9","44"
"שדה בוקר 01/2004-07/2025","28-04-2023 18:00","17.8","46"
"עבדת 10/2008-07/2025","28-04-2023 18:00","17.2","47"
"אשלים 02/2016-07/2025","28-04-2023 21:00","15.4","63"
"שדה בוקר 01/2004-07/2025","28-04-2023 21:00","15","58"
"עבדת 10/2008-07/2025","28-04-2023 21:00","14.1","60"
"אשלים 02/2016-07/2025","29-04-2023 00:00","13.9","75"
"שדה בוקר 01/2004-07/2025","29-04-2023 00:00","14","76"
"עבדת 10/2008-07/2025","29-04-2023 00:00","13.1","78"
"אשלים 02/2016-07/2025","29-04-2023 03:00","13.6","75"
"שדה בוקר 01/2004-07/2025","29-04-2023 03:00","13.1","77"
"עבדת 10/2008-07/2025","29-04-2023 03:00","12.1","80"
"אשלים 02/2016-07/2025","29-04-2023 06:00","12.1","78"
"שדה בוקר 01/2004-07/2025","29-04-2023 06:00","11.3","81"
"עבדת 10/2008-07/2025","29-04-2023 06:00","11.1","81"
"אשלים 02/2016-07/2025","29-04-2023 09:00","15.9","61"
"שדה בוקר 01/2004-07/2025","29-04-2023 09:00","14.6","65"
"עבדת 10/2008-07/2025","29-04-2023 09:00","13.3","68"
"אשלים 02/2016-07/2025","29-04-2023 12:00","18.9","43"
"שדה בוקר 01/2004-07/2025","29-04-2023 12:00","17.9","44"
"עבדת 10/2008-07/2025","29-04-2023 12:00","16.7","47"
"אשלים 02/2016-07/2025","29-04-2023 15:00","21.3","30"
"שדה בוקר 01/2004-07/2025","29-04-2023 15:00","20.1","32"
"עבדת 10/2008-07/2025","29-04-2023 15:00","19.6","32"
"אשלים 02/2016-07/2025","29-04-2023 18:00","18.2","50"
"שדה בוקר 01/2004-07/2025","29-04-2023 18:00","17.4","50"
"עבדת 10/2008-07/2025","29-04-2023 18:00","16.7","51"
"אשלים 02/2016-07/2025","29-04-2023 21:00","15.2","64"
"שדה בוקר 01/2004-07/2025","29-04-2023 21:00","13.9","68"
"עבדת 10/2008-07/2025","29-04-2023 21:00","13","70"
"אשלים 02/2016-07/2025","30-04-2023 00:00","14.6","65"
"שדה בוקר 01/2004-07/2025","30-04-2023 00:00","13.5","69"
"עבדת 10/2008-07/2025","30-04-2023 00:00","12.5","74"
"אשלים 02/2016-07/2025","30-04-2023 03:00","13","71"
"שדה בוקר 01/2004-07/2025","30-04-2023 03:00","13.1","71"
"עבדת 10/2008-07/2025","30-04-2023 03:00","11.4","79"
"אשלים 02/2016-07/2025","30-04-2023 06:00","12.1","68"
"שדה בוקר 01/2004-07/2025","30-04-2023 06:00","11.4","76"
"עבדת 10/2008-07/2025","30-04-2023 06:00","10.2","79"
"אשלים 02/2016-07/2025","30-04-2023 09:00","15.4","55"
"שדה בוקר 01/2004-07/2025","30-04-2023 09:00","14.2","56"
"עבדת 10/2008-07/2025","30-04-2023 09:00","13.3","55"
"אשלים 02/2016-07/2025","30-04-2023 12:00","18.8","39"
"שדה בוקר 01/2004-07/2025","30-04-2023 12:00","17.4","39"
"עבדת 10/2008-07/2025","30-04-2023 12:00","16.9","39"
"אשלים 02/2016-07/2025","30-04-2023 15:00","20.8","31"
"שדה בוקר 01/2004-07/2025","30-04-2023 15:00","20.2","32"
"עבדת 10/2008-07/2025","30-04-2023 15:00","20","29"
"אשלים 02/2016-07/2025","30-04-2023 18:00","18.7","48"
"שדה בוקר 01/2004-07/2025","30-04-2023 18:00","18.7","45"
"עבדת 10/2008-07/2025","30-04-2023 18:00","17.2","49"
"אשלים 02/2016-07/2025","30-04-2023 21:00","14.7","66"
"שדה בוקר 01/2004-07/2025","30-04-2023 21:00","14.3","63"
"עבדת 10/2008-07/2025","30-04-2023 21:00","13.3","61"
"אשלים 02/2016-07/2025","01-05-2023 00:00","12.3","73"
"שדה בוקר 01/2004-07/2025","01-05-2023 00:00","10.5","76"
"עבדת 10/2008-07/2025","01-05-2023 00:00","11.5","71"
"אשלים 02/2016-07/2025","01-05-2023 03:00","8.8","83"
"שדה בוקר 01/2004-07/2025","01-05-2023 03:00","9.8","76"
"עבדת 10/2008-07/2025","01-05-2023 03:00","10.6","73"
"אשלים 02/2016-07/2025","01-05-2023 06:00","6.6","86"
"שדה בוקר 01/2004-07/2025","01-05-2023 06:00","9.4","84"
"עבדת 10/2008-07/2025","01-05-2023 06:00","9","78"
"אשלים 02/2016-07/2025","01-05-2023 09:00","15.9","57"
"שדה בוקר 01/2004-07/2025","01-05-2023 09:00","14.6","59"
"עבדת 10/2008-07/2025","01-05-2023 09:00","13.2","68"
"אשלים 02/2016-07/2025","01-05-2023 12:00","20.1","36"
"שדה בוקר 01/2004-07/2025","01-05-2023 12:00","19.6","29"
"עבדת 10/2008-07/2025","01-05-2023 12:00","18.8","29"
"אשלים 02/2016-07/2025","01-05-2023 15:00","23.5","20"
"שדה בוקר 01/2004-07/2025","01-05-2023 15:00","23","20"
"עבדת 10/2008-07/2025","01-05-2023 15:00","22.3","22"
"אשלים 02/2016-07/2025","01-05-2023 18:00","20.7","49"
"שדה בוקר 01/2004-07/2025","01-05-2023 18:00","21","47"
"עבדת 10/2008-07/2025","01-05-2023 18:00","20.2","47"
"אשלים 02/2016-07/2025","01-05-2023 21:00","16","67"
"שדה בוקר 01/2004-07/2025","01-05-2023 21:00","15.6","69"
"עבדת 10/2008-07/2025","01-05-2023 21:00","14.7","71"
"אשלים 02/2016-07/2025","02-05-2023 00:00","12.4","80"
"שדה בוקר 01/2004-07/2025","02-05-2023 00:00","13.3","79"
"עבדת 10/2008-07/2025","02-05-2023 00:00","12.1","80"
"אשלים 02/2016-07/2025","02-05-2023 03:00","9.6","87"
"שדה בוקר 01/2004-07/2025","02-05-2023 03:00","12.1","85"
"עבדת 10/2008-07/2025","02-05-2023 03:00","10.8","86"
"אשלים 02/2016-07/2025","02-05-2023 06:00","8.8","88"
"שדה בוקר 01/2004-07/2025","02-05-2023 06:00","9.2","90"
"עבדת 10/2008-07/2025","02-05-2023 06:00","9.6","89"
"אשלים 02/2016-07/2025","02-05-2023 09:00","16.8","63"
"שדה בוקר 01/2004-07/2025","02-05-2023 09:00","16.6","61"
"עבדת 10/2008-07/2025","02-05-2023 09:00","16.1","57"
"אשלים 02/2016-07/2025","02-05-2023 12:00","22.1","43"
"שדה בוקר 01/2004-07/2025","02-05-2023 12:00","21.4","39"
"עבדת 10/2008-07/2025","02-05-2023 12:00","20.7","32"
"אשלים 02/2016-07/2025","02-05-2023 15:00","24.8","38"
"שדה בוקר 01/2004-07/2025","02-05-2023 15:00","24.8","29"
"עבדת 10/2008-07/2025","02-05-2023 15:00","24.1","27"
"אשלים 02/2016-07/2025","02-05-2023 18:00","21.7","46"
"שדה בוקר 01/2004-07/2025","02-05-2023 18:00","21.8","40"
"עבדת 10/2008-07/2025","02-05-2023 18:00","21.2","38"
"אשלים 02/2016-07/2025","02-05-2023 21:00","16.6","77"
"שדה בוקר 01/2004-07/2025","02-05-2023 21:00","16.3","74"
"עבדת 10/2008-07/2025","02-05-2023 21:00","15.6","75"
"אשלים 02/2016-07/2025","03-05-2023 00:00","13.7","90"
"שדה בוקר 01/2004-07/2025","03-05-2023 00:00","14.4","89"
"עבדת 10/2008-07/2025","03-05-2023 00:00","13.5","89"
"אשלים 02/2016-07/2025","03-05-2023 03:00","14.2","88"
"שדה בוקר 01/2004-07/2025","03-05-2023 03:00","13.3","92"
"עבדת 10/2008-07/2025","03-05-2023 03:00","11.8","92"
"אשלים 02/2016-07/2025","03-05-2023 06:00","15.1","82"
"שדה בוקר 01/2004-07/2025","03-05-2023 06:00","13.5","88"
"עבדת 10/2008-07/2025","03-05-2023 06:00","12","94"
"אשלים 02/2016-07/2025","03-05-2023 09:00","17.3","72"
"שדה בוקר 01/2004-07/2025","03-05-2023 09:00","17.1","67"
"עבדת 10/2008-07/2025","03-05-2023 09:00","17.8","56"
"אשלים 02/2016-07/2025","03-05-2023 12:00","23.1","42"
"שדה בוקר 01/2004-07/2025","03-05-2023 12:00","22.9","41"
"עבדת 10/2008-07/2025","03-05-2023 12:00","22.5","35"
"אשלים 02/2016-07/2025","03-05-2023 15:00","27.4","27"
"שדה בוקר 01/2004-07/2025","03-05-2023 15:00","27.2","27"
"עבדת 10/2008-07/2025","03-05-2023 15:00","26.8","26"
"אשלים 02/2016-07/2025","03-05-2023 18:00","25","52"
"שדה בוקר 01/2004-07/2025","03-05-2023 18:00","25.4","47"
"עבדת 10/2008-07/2025","03-05-2023 18:00","24.4","49"
"אשלים 02/2016-07/2025","03-05-2023 21:00","20.2","49"
"שדה בוקר 01/2004-07/2025","03-05-2023 21:00","20.7","48"
"עבדת 10/2008-07/2025","03-05-2023 21:00","19.6","54"
"אשלים 02/2016-07/2025","04-05-2023 00:00","15.9","69"
"שדה בוקר 01/2004-07/2025","04-05-2023 00:00","17.1","66"
"עבדת 10/2008-07/2025","04-05-2023 00:00","16.6","58"
"אשלים 02/2016-07/2025","04-05-2023 03:00","14.2","81"
"שדה בוקר 01/2004-07/2025","04-05-2023 03:00","15","76"
"עבדת 10/2008-07/2025","04-05-2023 03:00","15.9","61"
"אשלים 02/2016-07/2025","04-05-2023 06:00","11.5","88"
"שדה בוקר 01/2004-07/2025","04-05-2023 06:00","12.5","79"
"עבדת 10/2008-07/2025","04-05-2023 06:00","16.1","51"
"אשלים 02/2016-07/2025","04-05-2023 09:00","26.1","16"
"שדה בוקר 01/2004-07/2025","04-05-2023 09:00","23.5","22"
"עבדת 10/2008-07/2025","04-05-2023 09:00","23.3","18"
"אשלים 02/2016-07/2025","04-05-2023 12:00","31.5","13"
"שדה בוקר 01/2004-07/2025","04-05-2023 12:00","28.8","16"
"עבדת 10/2008-07/2025","04-05-2023 12:00","28.7","15"
"אשלים 02/2016-07/2025","04-05-2023 15:00","34.2","11"
"שדה בוקר 01/2004-07/2025","04-05-2023 15:00","32.8","12"
"עבדת 10/2008-07/2025","04-05-2023 15:00","32.2","12"
"אשלים 02/2016-07/2025","04-05-2023 18:00","30.5","27"
"שדה בוקר 01/2004-07/2025","04-05-2023 18:00","33","14"
"עבדת 10/2008-07/2025","04-05-2023 18:00","31.9","12"
"אשלים 02/2016-07/2025","04-05-2023 21:00","23.2","41"
"שדה בוקר 01/2004-07/2025","04-05-2023 21:00","24.9","35"
"עבדת 10/2008-07/2025","04-05-2023 21:00","24.5","35"
"אשלים 02/2016-07/2025","05-05-2023 00:00","19.9","46"
"שדה בוקר 01/2004-07/2025","05-05-2023 00:00","18","47"
"עבדת 10/2008-07/2025","05-05-2023 00:00","20.1","43"
"אשלים 02/2016-07/2025","05-05-2023 03:00","23.8","23"
"שדה בוקר 01/2004-07/2025","05-05-2023 03:00","16.7","45"
"עבדת 10/2008-07/2025","05-05-2023 03:00","22.1","24"
"אשלים 02/2016-07/2025","05-05-2023 06:00","25.8","19"
"שדה בוקר 01/2004-07/2025","05-05-2023 06:00","21","30"
"עבדת 10/2008-07/2025","05-05-2023 06:00","21.3","25"
"אשלים 02/2016-07/2025","05-05-2023 09:00","31.3","14"
"שדה בוקר 01/2004-07/2025","05-05-2023 09:00","27.3","19"
"עבדת 10/2008-07/2025","05-05-2023 09:00","30.3","13"
"אשלים 02/2016-07/2025","05-05-2023 12:00","37.3","9"
"שדה בוקר 01/2004-07/2025","05-05-2023 12:00","35","10"
"עבדת 10/2008-07/2025","05-05-2023 12:00","35.6","9"
"אשלים 02/2016-07/2025","05-05-2023 15:00","29.9","28"
"שדה בוקר 01/2004-07/2025","05-05-2023 15:00","31.5","23"
"עבדת 10/2008-07/2025","05-05-2023 15:00","32.5","19"
"אשלים 02/2016-07/2025","05-05-2023 18:00","25.5","35"
"שדה בוקר 01/2004-07/2025","05-05-2023 18:00","24.4","37"
"עבדת 10/2008-07/2025","05-05-2023 18:00","23.5","39"
"אשלים 02/2016-07/2025","05-05-2023 21:00","21.8","44"
"שדה בוקר 01/2004-07/2025","05-05-2023 21:00","22.1","42"
"עבדת 10/2008-07/2025","05-05-2023 21:00","21.1","43"
"אשלים 02/2016-07/2025","06-05-2023 00:00","17.4","57"
"שדה בוקר 01/2004-07/2025","06-05-2023 00:00","19.9","47"
"עבדת 10/2008-07/2025","06-05-2023 00:00","18.9","49"
"אשלים 02/2016-07/2025","06-05-2023 03:00","15.8","84"
"שדה בוקר 01/2004-07/2025","06-05-2023 03:00","17","76"
"עבדת 10/2008-07/2025","06-05-2023 03:00","15.5","81"
"אשלים 02/2016-07/2025","06-05-2023 06:00","15.7","77"
"שדה בוקר 01/2004-07/2025","06-05-2023 06:00","14.2","82"
"עבדת 10/2008-07/2025","06-05-2023 06:00","14.4","83"
"אשלים 02/2016-07/2025","06-05-2023 09:00","21.6","46"
"שדה בוקר 01/2004-07/2025","06-05-2023 09:00","20.7","45"
"עבדת 10/2008-07/2025","06-05-2023 09:00","20.8","44"
"אשלים 02/2016-07/2025","06-05-2023 12:00","25.3","30"
"שדה בוקר 01/2004-07/2025","06-05-2023 12:00","23.7","31"
"עבדת 10/2008-07/2025","06-05-2023 12:00","23.3","32"
"אשלים 02/2016-07/2025","06-05-2023 15:00","25.7","35"
"שדה בוקר 01/2004-07/2025","06-05-2023 15:00","25.6","30"
"עבדת 10/2008-07/2025","06-05-2023 15:00","25.2","28"
"אשלים 02/2016-07/2025","06-05-2023 18:00","24.1","36"
"שדה בוקר 01/2004-07/2025","06-05-2023 18:00","23.3","39"
"עבדת 10/2008-07/2025","06-05-2023 18:00","22","42"
"אשלים 02/2016-07/2025","06-05-2023 21:00","19.8","46"
"שדה בוקר 01/2004-07/2025","06-05-2023 21:00","20.4","44"
"עבדת 10/2008-07/2025","06-05-2023 21:00","19.1","45"
"אשלים 02/2016-07/2025","07-05-2023 00:00","17.3","57"
"שדה בוקר 01/2004-07/2025","07-05-2023 00:00","16.6","53"
"עבדת 10/2008-07/2025","07-05-2023 00:00","17.4","51"
"אשלים 02/2016-07/2025","07-05-2023 03:00","16.5","74"
"שדה בוקר 01/2004-07/2025","07-05-2023 03:00","15.6","76"
"עבדת 10/2008-07/2025","07-05-2023 03:00","14.7","65"
"אשלים 02/2016-07/2025","07-05-2023 06:00","14.7","89"
"שדה בוקר 01/2004-07/2025","07-05-2023 06:00","14.3","88"
"עבדת 10/2008-07/2025","07-05-2023 06:00","13","83"
"אשלים 02/2016-07/2025","07-05-2023 09:00","19.2","64"
"שדה בוקר 01/2004-07/2025","07-05-2023 09:00","18.5","61"
"עבדת 10/2008-07/2025","07-05-2023 09:00","18","55"
"אשלים 02/2016-07/2025","07-05-2023 12:00","23.2","43"
"שדה בוקר 01/2004-07/2025","07-05-2023 12:00","22.4","44"
"עבדת 10/2008-07/2025","07-05-2023 12:00","21.8","44"
"אשלים 02/2016-07/2025","07-05-2023 15:00","23.9","49"
"שדה בוקר 01/2004-07/2025","07-05-2023 15:00","22.9","49"
"עבדת 10/2008-07/2025","07-05-2023 15:00","23.1","39"
"אשלים 02/2016-07/2025","07-05-2023 18:00","21.1","56"
"שדה בוקר 01/2004-07/2025","07-05-2023 18:00","20.6","57"
"עבדת 10/2008-07/2025","07-05-2023 18:00","20.2","56"
"אשלים 02/2016-07/2025","07-05-2023 21:00","17.6","67"
"שדה בוקר 01/2004-07/2025","07-05-2023 21:00","17.5","67"
"עבדת 10/2008-07/2025","07-05-2023 21:00","16.5","69"
"אשלים 02/2016-07/2025","08-05-2023 00:00","14.9","77"
"שדה בוקר 01/2004-07/2025","08-05-2023 00:00","14.7","77"
"עבדת 10/2008-07/2025","08-05-2023 00:00","14.6","74"
"אשלים 02/2016-07/2025","08-05-2023 03:00","12.2","82"
"שדה בוקר 01/2004-07/2025","08-05-2023 03:00","12.3","80"
"עבדת 10/2008-07/2025","08-05-2023 03:00","13.2","76"
"אשלים 02/2016-07/2025","08-05-2023 06:00","13.1","83"
"שדה בוקר 01/2004-07/2025","08-05-2023 06:00","12.5","82"
"עבדת 10/2008-07/2025","08-05-2023 06:00","13","74"
"אשלים 02/2016-07/2025","08-05-2023 09:00","18.6","65"
"שדה בוקר 01/2004-07/2025","08-05-2023 09:00","17.8","62"
"עבדת 10/2008-07/2025","08-05-2023 09:00","17.7","61"
"אשלים 02/2016-07/2025","08-05-2023 12:00","21.6","49"
"שדה בוקר 01/2004-07/2025","08-05-2023 12:00","21","49"
"עבדת 10/2008-07/2025","08-05-2023 12:00","20.1","49"
"אשלים 02/2016-07/2025","08-05-2023 15:00","23.4","40"
"שדה בוקר 01/2004-07/2025","08-05-2023 15:00","23.7","36"
"עבדת 10/2008-07/2025","08-05-2023 15:00","22.5","36"
"אשלים 02/2016-07/2025","08-05-2023 18:00","21.1","58"
"שדה בוקר 01/2004-07/2025","08-05-2023 18:00","20.7","58"
"עבדת 10/2008-07/2025","08-05-2023 18:00","19.4","61"
"אשלים 02/2016-07/2025","08-05-2023 21:00","17.4","74"
"שדה בוקר 01/2004-07/2025","08-05-2023 21:00","16.8","77"
"עבדת 10/2008-07/2025","08-05-2023 21:00","15.8","79"
"אשלים 02/2016-07/2025","09-05-2023 00:00","14.7","87"
"שדה בוקר 01/2004-07/2025","09-05-2023 00:00","15.1","85"
"עבדת 10/2008-07/2025","09-05-2023 00:00","13.7","86"
"אשלים 02/2016-07/2025","09-05-2023 03:00","13.3","93"
"שדה בוקר 01/2004-07/2025","09-05-2023 03:00","14.4","91"
"עבדת 10/2008-07/2025","09-05-2023 03:00","13.8","88"
"אשלים 02/2016-07/2025","09-05-2023 06:00","13.4","92"
"שדה בוקר 01/2004-07/2025","09-05-2023 06:00","14.4","91"
"עבדת 10/2008-07/2025","09-05-2023 06:00","12.5","91"
"אשלים 02/2016-07/2025","09-05-2023 09:00","18.6","65"
"שדה בוקר 01/2004-07/2025","09-05-2023 09:00","17.9","63"
"עבדת 10/2008-07/2025","09-05-2023 09:00","16.7","67"
"אשלים 02/2016-07/2025","09-05-2023 12:00","22.1","47"
"שדה בוקר 01/2004-07/2025","09-05-2023 12:00","21.3","47"
"עבדת 10/2008-07/2025","09-05-2023 12:00","20.8","49"
"אשלים 02/2016-07/2025","09-05-2023 15:00","26","32"
"שדה בוקר 01/2004-07/2025","09-05-2023 15:00","25","34"
"עבדת 10/2008-07/2025","09-05-2023 15:00","24.4","30"
"אשלים 02/2016-07/2025","09-05-2023 18:00","22.8","53"
"שדה בוקר 01/2004-07/2025","09-05-2023 18:00","22.5","53"
"עבדת 10/2008-07/2025","09-05-2023 18:00","21.9","54"
"אשלים 02/2016-07/2025","09-05-2023 21:00","18.5","72"
"שדה בוקר 01/2004-07/2025","09-05-2023 21:00","18.1","71"
"עבדת 10/2008-07/2025","09-05-2023 21:00","17.2","72"
"אשלים 02/2016-07/2025","10-05-2023 00:00","15.5","85"
"שדה בוקר 01/2004-07/2025","10-05-2023 00:00","15.9","85"
"עבדת 10/2008-07/2025","10-05-2023 00:00","15.3","83"
"אשלים 02/2016-07/2025","10-05-2023 03:00","12.2","85"
"שדה בוקר 01/2004-07/2025","10-05-2023 03:00","13.5","89"
"עבדת 10/2008-07/2025","10-05-2023 03:00","14.1","87"
"אשלים 02/2016-07/2025","10-05-2023 06:00","12.5","95"
"שדה בוקר 01/2004-07/2025","10-05-2023 06:00","12","90"
"עבדת 10/2008-07/2025","10-05-2023 06:00","12.9","86"
"אשלים 02/2016-07/2025","10-05-2023 09:00","19.8","68"
"שדה בוקר 01/2004-07/2025","10-05-2023 09:00","20.8","53"
"עבדת 10/2008-07/2025","10-05-2023 09:00","21","45"
"אשלים 02/2016-07/2025","10-05-2023 12:00","28.7","26"
"שדה בוקר 01/2004-07/2025","10-05-2023 12:00","26.3","31"
"עבדת 10/2008-07/2025","10-05-2023 12:00","26.4","27"
"אשלים 02/2016-07/2025","10-05-2023 15:00","32.2","17"
"שדה בוקר 01/2004-07/2025","10-05-2023 15:00","30.8","20"
"עבדת 10/2008-07/2025","10-05-2023 15:00","30","21"
"אשלים 02/2016-07/2025","10-05-2023 18:00","26.7","39"
"שדה בוקר 01/2004-07/2025","10-05-2023 18:00","27","40"
"עבדת 10/2008-07/2025","10-05-2023 18:00","25.8","42"
"אשלים 02/2016-07/2025","10-05-2023 21:00","20.6","56"
"שדה בוקר 01/2004-07/2025","10-05-2023 21:00","21","55"
"עבדת 10/2008-07/2025","10-05-2023 21:00","20.7","55"
"אשלים 02/2016-07/2025","11-05-2023 00:00","17.2","76"
"שדה בוקר 01/2004-07/2025","11-05-2023 00:00","18.6","65"
"עבדת 10/2008-07/2025","11-05-2023 00:00","18.2","60"
"אשלים 02/2016-07/2025","11-05-2023 03:00","14.4","84"
"שדה בוקר 01/2004-07/2025","11-05-2023 03:00","16.3","62"
"עבדת 10/2008-07/2025","11-05-2023 03:00","18.3","47"
"אשלים 02/2016-07/2025","11-05-2023 06:00","14.1","83"
"שדה בוקר 01/2004-07/2025","11-05-2023 06:00","15.1","64"
"עבדת 10/2008-07/2025","11-05-2023 06:00","17.3","57"
"אשלים 02/2016-07/2025","11-05-2023 09:00","21.6","60"
"שדה בוקר 01/2004-07/2025","11-05-2023 09:00","24.9","38"
"עבדת 10/2008-07/2025","11-05-2023 09:00","26.7","31"
"אשלים 02/2016-07/2025","11-05-2023 12:00","30.3","29"
